Entity,Code,Year,Annual CO₂ emissions from coal
Asia,,1915,120470380
Asia,,1916,132062620
Asia,,1917,143997840
Asia,,1918,151687980
Asia,,1919,167024480
Asia,,1920,157559200
Asia,,1921,151447660
Asia,,1922,158001100
Asia,,1923,172000910
Asia,,1924,183813820
Asia,,1925,184185000
Asia,,1926,185921310
Asia,,1927,199729400
Asia,,1928,205428160
Asia,,1929,211306080
Asia,,1930,206660240
Asia,,1931,196425090
Asia,,1932,193904180
Asia,,1933,213511700
Asia,,1934,241948750
Asia,,1935,263301020
Asia,,1936,281984640
Asia,,1937,291280320
Asia,,1938,299365660
Asia,,1939,312861860
Asia,,1940,371567600
Asia,,1941,389884160
Asia,,1942,368449730
Asia,,1943,350167900
Asia,,1944,341232030
Asia,,1945,224285180
Asia,,1946,185763550
Asia,,1947,218714980
Asia,,1948,239768060
Asia,,1949,282799070
Asia,,1950,305085570
Asia,,1951,351603200
Asia,,1952,390030270
Asia,,1953,406437860
Asia,,1954,436420930
Asia,,1955,476244700
Asia,,1956,521427360
Asia,,1957,592440200
Asia,,1958,861233860
Asia,,1959,1061623230
Asia,,1960,1145830400
Asia,,1961,951408900
Asia,,1962,854558660
Asia,,1963,868188160
Asia,,1964,876271300
Asia,,1965,937532600
Asia,,1966,991401500
Asia,,1967,925027260
Asia,,1968,981403200
Asia,,1969,1098476300
Asia,,1970,1290899700
Asia,,1971,1379240700
Asia,,1972,1401287800
Asia,,1973,1448337800
Asia,,1974,1472058800
Asia,,1975,1619243000
Asia,,1976,1637520000
Asia,,1977,1743993500
Asia,,1978,1821841800
Asia,,1979,1894844200
Asia,,1980,1939128800
Asia,,1981,1978473900
Asia,,1982,2121740800
Asia,,1983,2230022000
Asia,,1984,2429583600
Asia,,1985,2656449300
Asia,,1986,2777708000
Asia,,1987,2939011600
Asia,,1988,3164298000
Asia,,1989,3216729600
Asia,,1990,3254735400
Asia,,1991,3371156000
Asia,,1992,3431676400
Asia,,1993,3565156400
Asia,,1994,3724001500
Asia,,1995,3941032200
Asia,,1996,4103725800
Asia,,1997,4108668700
Asia,,1998,3922540800
Asia,,1999,4116881400
Asia,,2000,4274939600
Asia,,2001,4359671000
Asia,,2002,4807834600
Asia,,2003,5507668000
Asia,,2004,5833265700
Asia,,2005,6527108600
Asia,,2006,7115938300
Asia,,2007,7664360000
Asia,,2008,8173211000
Asia,,2009,8563027500
Asia,,2010,9260066000
Asia,,2011,10121011000
Asia,,2012,10465574000
Asia,,2013,10569128000
Asia,,2014,10721767000
Asia,,2015,10642819000
Asia,,2016,10534015000
Asia,,2017,10810024000
Asia,,2018,11161663000
Asia,,2019,11437149000
Asia,,2020,11443860000
Asia,,2021,11928202000
Asia,,2022,12560106000
Asia,,2023,13057733000
Asia,,2024,13331079000
Asia (excl. China and India),,1830,2365
Asia (excl. China and India),,1831,2837
Asia (excl. China and India),,1832,1890
Asia (excl. China and India),,1833,2365
Asia (excl. China and India),,1850,14657
Asia (excl. China and India),,1855,44449
Asia (excl. China and India),,1858,62418
Asia (excl. China and India),,1859,66200
Asia (excl. China and India),,1860,79270
Asia (excl. China and India),,1861,102240
Asia (excl. China and India),,1862,91638
Asia (excl. China and India),,1863,92879
Asia (excl. China and India),,1864,102268
Asia (excl. China and India),,1865,246376
Asia (excl. China and India),,1866,537159
Asia (excl. China and India),,1867,598704
Asia (excl. China and India),,1868,477087
Asia (excl. China and India),,1869,691760
Asia (excl. China and India),,1870,619292
Asia (excl. China and India),,1871,839427
Asia (excl. China and India),,1872,907541
Asia (excl. China and India),,1873,822060
Asia (excl. China and India),,1874,1486889
Asia (excl. China and India),,1875,2486956
Asia (excl. China and India),,1876,2513345
Asia (excl. China and India),,1877,2540678
Asia (excl. China and India),,1878,3179478
Asia (excl. China and India),,1879,3365079
Asia (excl. China and India),,1880,3628855
Asia (excl. China and India),,1881,3797106
Asia (excl. China and India),,1882,3808411
Asia (excl. China and India),,1883,4180416
Asia (excl. China and India),,1884,4374144
Asia (excl. China and India),,1885,4834267
Asia (excl. China and India),,1886,4997069
Asia (excl. China and India),,1887,6000401
Asia (excl. China and India),,1888,6677463
Asia (excl. China and India),,1889,7996438
Asia (excl. China and India),,1890,8593347
Asia (excl. China and India),,1891,10135282
Asia (excl. China and India),,1892,10693794
Asia (excl. China and India),,1893,11793968
Asia (excl. China and India),,1894,14057349
Asia (excl. China and India),,1895,15526594
Asia (excl. China and India),,1896,16479753
Asia (excl. China and India),,1897,17614632
Asia (excl. China and India),,1898,22062560
Asia (excl. China and India),,1899,23162674
Asia (excl. China and India),,1900,25700568
Asia (excl. China and India),,1901,29326034
Asia (excl. China and India),,1902,30837196
Asia (excl. China and India),,1903,32323092
Asia (excl. China and India),,1904,36357150
Asia (excl. China and India),,1905,37678988
Asia (excl. China and India),,1906,41480264
Asia (excl. China and India),,1907,44889256
Asia (excl. China and India),,1908,47508948
Asia (excl. China and India),,1909,49514470
Asia (excl. China and India),,1910,51517384
Asia (excl. China and India),,1911,56964644
Asia (excl. China and India),,1912,63346188
Asia (excl. China and India),,1913,69666136
Asia (excl. China and India),,1914,71997860
Asia (excl. China and India),,1915,65264804
Asia (excl. China and India),,1916,71888056
Asia (excl. China and India),,1917,80260080
Asia (excl. China and India),,1918,80853260
Asia (excl. China and India),,1919,89625210
Asia (excl. China and India),,1920,86004020
Asia (excl. China and India),,1921,79071150
Asia (excl. China and India),,1922,84925990
Asia (excl. China and India),,1923,91252984
Asia (excl. China and India),,1924,98088990
Asia (excl. China and India),,1925,101831530
Asia (excl. China and India),,1926,105701060
Asia (excl. China and India),,1927,115478190
Asia (excl. China and India),,1928,118631640
Asia (excl. China and India),,1929,122331016
Asia (excl. China and India),,1930,115878750
Asia (excl. China and India),,1931,106991390
Asia (excl. China and India),,1932,108838520
Asia (excl. China and India),,1933,125322100
Asia (excl. China and India),,1934,141535650
Asia (excl. China and India),,1935,151162220
Asia (excl. China and India),,1936,168069950
Asia (excl. China and India),,1937,177744480
Asia (excl. China and India),,1938,189488140
Asia (excl. China and India),,1939,191479360
Asia (excl. China and India),,1940,231668260
Asia (excl. China and India),,1941,227125820
Asia (excl. China and India),,1942,192744720
Asia (excl. China and India),,1943,198338560
Asia (excl. China and India),,1944,193835920
Asia (excl. China and India),,1945,118157950
Asia (excl. China and India),,1946,99637140
Asia (excl. China and India),,1947,125547440
Asia (excl. China and India),,1948,150046820
Asia (excl. China and India),,1949,167033020
Asia (excl. China and India),,1950,175071280
Asia (excl. China and India),,1951,197173860
Asia (excl. China and India),,1952,206729390
Asia (excl. China and India),,1953,217227760
Asia (excl. China and India),,1954,220340590
Asia (excl. China and India),,1955,229430670
Asia (excl. China and India),,1956,251281660
Asia (excl. China and India),,1957,275806100
Asia (excl. China and India),,1958,277247700
Asia (excl. China and India),,1959,286661250
Asia (excl. China and India),,1960,309571040
Asia (excl. China and India),,1961,334042140
Asia (excl. China and India),,1962,339368200
Asia (excl. China and India),,1963,351637340
Asia (excl. China and India),,1964,368770000
Asia (excl. China and India),,1965,388080540
Asia (excl. China and India),,1966,404646750
Asia (excl. China and India),,1967,422325060
Asia (excl. China and India),,1968,444849120
Asia (excl. China and India),,1969,473922620
Asia (excl. China and India),,1970,501471520
Asia (excl. China and India),,1971,515837730
Asia (excl. China and India),,1972,496173500
Asia (excl. China and India),,1973,526772600
Asia (excl. China and India),,1974,550303100
Asia (excl. China and India),,1975,551248300
Asia (excl. China and India),,1976,558194050
Asia (excl. China and India),,1977,567855600
Asia (excl. China and India),,1978,529786720
Asia (excl. China and India),,1979,566688800
Asia (excl. China and India),,1980,619046700
Asia (excl. China and India),,1981,643054660
Asia (excl. China and India),,1982,659711170
Asia (excl. China and India),,1983,675639040
Asia (excl. China and India),,1984,743907300
Asia (excl. China and India),,1985,818774850
Asia (excl. China and India),,1986,847004800
Asia (excl. China and India),,1987,876894200
Asia (excl. China and India),,1988,954566100
Asia (excl. China and India),,1989,956981500
Asia (excl. China and India),,1990,911423500
Asia (excl. China and India),,1991,928367360
Asia (excl. China and India),,1992,905674900
Asia (excl. China and India),,1993,903388540
Asia (excl. China and India),,1994,887566700
Asia (excl. China and India),,1995,899592200
Asia (excl. China and India),,1996,938959800
Asia (excl. China and India),,1997,971203460
Asia (excl. China and India),,1998,953509000
Asia (excl. China and India),,1999,975431550
Asia (excl. China and India),,2000,1100445600
Asia (excl. China and India),,2001,1139675600
Asia (excl. China and India),,2002,1190692200
Asia (excl. China and India),,2003,1279943400
Asia (excl. China and India),,2004,1328079900
Asia (excl. China and India),,2005,1381372700
Asia (excl. China and India),,2006,1437133400
Asia (excl. China and India),,2007,1532033900
Asia (excl. China and India),,2008,1533090200
Asia (excl. China and India),,2009,1550209700
Asia (excl. China and India),,2010,1674934700
Asia (excl. China and India),,2011,1736986400
Asia (excl. China and India),,2012,1794143500
Asia (excl. China and India),,2013,1799327200
Asia (excl. China and India),,2014,1889479300
Asia (excl. China and India),,2015,1926880500
Asia (excl. China and India),,2016,1962727300
Asia (excl. China and India),,2017,2095106000
Asia (excl. China and India),,2018,2176645400
Asia (excl. China and India),,2019,2252632000
Asia (excl. China and India),,2020,2202679600
Asia (excl. China and India),,2021,2156703200
Asia (excl. China and India),,2022,2235305000
Asia (excl. China and India),,2023,2284794000
Asia (excl. China and India),,2024,2337026800
Australia,AUS,1805,236
Australia,AUS,1806,661
Australia,AUS,1807,629
Australia,AUS,1808,787
Australia,AUS,1809,1259
Australia,AUS,1810,1259
Australia,AUS,1811,2203
Australia,AUS,1812,2203
Australia,AUS,1813,2832
Australia,AUS,1814,3451
Australia,AUS,1815,2753
Australia,AUS,1816,2281
Australia,AUS,1817,2045
Australia,AUS,1818,1888
Australia,AUS,1819,3540
Australia,AUS,1820,6160
Australia,AUS,1821,3147
Australia,AUS,1822,3934.0002
Australia,AUS,1823,4720
Australia,AUS,1824,4720
Australia,AUS,1825,2870
Australia,AUS,1826,6360
Australia,AUS,1827,5902
Australia,AUS,1828,3786
Australia,AUS,1829,6031
Australia,AUS,1830,5748
Australia,AUS,1831,1421
Australia,AUS,1832,11239
Australia,AUS,1833,10718
Australia,AUS,1834,13358
Australia,AUS,1835,19498
Australia,AUS,1836,19897
Australia,AUS,1837,25305
Australia,AUS,1838,27094
Australia,AUS,1839,33487
Australia,AUS,1840,47605
Australia,AUS,1841,54819
Australia,AUS,1842,62779
Australia,AUS,1843,40692
Australia,AUS,1844,36374
Australia,AUS,1845,35125
Australia,AUS,1846,61308
Australia,AUS,1847,64088
Australia,AUS,1848,71507
Australia,AUS,1849,76336
Australia,AUS,1850,112052
Australia,AUS,1851,106379
Australia,AUS,1852,106055
Australia,AUS,1853,152321
Australia,AUS,1854,183526
Australia,AUS,1855,215678
Australia,AUS,1856,298886
Australia,AUS,1857,331100
Australia,AUS,1858,340483
Australia,AUS,1859,484948
Australia,AUS,1860,599769
Australia,AUS,1861,560575
Australia,AUS,1862,787635
Australia,AUS,1863,720450
Australia,AUS,1864,903160
Australia,AUS,1865,973508
Australia,AUS,1866,1280060
Australia,AUS,1867,1239852
Australia,AUS,1868,1532259
Australia,AUS,1869,1464684
Australia,AUS,1870,1402391
Australia,AUS,1871,1440910
Australia,AUS,1872,1636610
Australia,AUS,1873,1930549
Australia,AUS,1874,2125629
Australia,AUS,1875,2142736
Australia,AUS,1876,2158161
Australia,AUS,1877,2372097
Australia,AUS,1878,2561644
Australia,AUS,1879,2577875
Australia,AUS,1880,2417483
Australia,AUS,1881,2905113
Australia,AUS,1882,3449765
Australia,AUS,1883,4146751
Australia,AUS,1884,4531928
Australia,AUS,1885,4871322
Australia,AUS,1886,4829301
Australia,AUS,1887,5022818
Australia,AUS,1888,5609240
Australia,AUS,1889,6250296
Australia,AUS,1890,5450851
Australia,AUS,1891,6884677
Australia,AUS,1892,6459545
Australia,AUS,1893,5773102
Australia,AUS,1894,6521718
Australia,AUS,1895,6750805
Australia,AUS,1896,7167209
Australia,AUS,1897,7906717
Australia,AUS,1898,8513916
Australia,AUS,1899,8575691
Australia,AUS,1900,10046688
Australia,AUS,1901,11204512
Australia,AUS,1902,11285085
Australia,AUS,1903,11050624
Australia,AUS,1904,11376773
Australia,AUS,1905,11867751
Australia,AUS,1906,14179680
Australia,AUS,1907,15264224
Australia,AUS,1908,16564943
Australia,AUS,1909,14329904
Australia,AUS,1910,17436976
Australia,AUS,1911,19239664
Australia,AUS,1912,20785872
Australia,AUS,1913,22390704
Australia,AUS,1914,24479184
Australia,AUS,1915,21793472
Australia,AUS,1916,19272640
Australia,AUS,1917,20760224
Australia,AUS,1918,22940304
Australia,AUS,1919,21738512
Australia,AUS,1920,25732272
Australia,AUS,1921,23152816
Australia,AUS,1922,24343616
Australia,AUS,1923,24849248
Australia,AUS,1924,27069632
Australia,AUS,1925,28234784
Australia,AUS,1926,27853728
Australia,AUS,1927,28894304
Australia,AUS,1928,25908144
Australia,AUS,1929,23295712
Australia,AUS,1930,21679888
Australia,AUS,1931,19349584
Australia,AUS,1932,20217952
Australia,AUS,1933,21419744
Australia,AUS,1934,22489632
Australia,AUS,1935,24951840
Australia,AUS,1936,26725216
Australia,AUS,1937,28491310
Australia,AUS,1938,27857368
Australia,AUS,1939,31803520
Australia,AUS,1940,28689164
Australia,AUS,1941,34203440
Australia,AUS,1942,36222304
Australia,AUS,1943,34793364
Australia,AUS,1944,33990930
Australia,AUS,1945,32345790
Australia,AUS,1946,35057150
Australia,AUS,1947,37570656
Australia,AUS,1948,37911410
Australia,AUS,1949,37116320
Australia,AUS,1950,43968000
Australia,AUS,1951,46026364
Australia,AUS,1952,46987136
Australia,AUS,1953,48199230
Australia,AUS,1954,51112800
Australia,AUS,1955,51226384
Australia,AUS,1956,51233710
Australia,AUS,1957,51620972
Australia,AUS,1958,52648016
Australia,AUS,1959,56685744
Australia,AUS,1960,58924450
Australia,AUS,1961,56480404
Australia,AUS,1962,57570732
Australia,AUS,1963,58789496
Australia,AUS,1964,61802196
Australia,AUS,1965,63811840
Australia,AUS,1966,66917290
Australia,AUS,1967,68541496
Australia,AUS,1968,70856100
Australia,AUS,1969,72266984
Australia,AUS,1970,74674330
Australia,AUS,1971,72748424
Australia,AUS,1972,73999830
Australia,AUS,1973,79030230
Australia,AUS,1974,79195784
Australia,AUS,1975,84330370
Australia,AUS,1976,84598350
Australia,AUS,1977,90491280
Australia,AUS,1978,93310560
Australia,AUS,1979,94766730
Australia,AUS,1980,101824780
Australia,AUS,1981,104819390
Australia,AUS,1982,107584640
Australia,AUS,1983,105149340
Australia,AUS,1984,109101096
Australia,AUS,1985,119255860
Australia,AUS,1986,118774830
Australia,AUS,1987,126142370
Australia,AUS,1988,130359450
Australia,AUS,1989,141140830
Australia,AUS,1990,141877120
Australia,AUS,1991,146082830
Australia,AUS,1992,150048670
Australia,AUS,1993,150095870
Australia,AUS,1994,151376240
Australia,AUS,1995,155734560
Australia,AUS,1996,160388110
Australia,AUS,1997,167683120
Australia,AUS,1998,177614220
Australia,AUS,1999,183231000
Australia,AUS,2000,185796850
Australia,AUS,2001,190082200
Australia,AUS,2002,191146660
Australia,AUS,2003,195386030
Australia,AUS,2004,202225440
Australia,AUS,2005,200715380
Australia,AUS,2006,204400540
Australia,AUS,2007,203558740
Australia,AUS,2008,204687580
Australia,AUS,2009,206066480
Australia,AUS,2010,200634860
Australia,AUS,2011,192231920
Australia,AUS,2012,189243950
Australia,AUS,2013,176435890
Australia,AUS,2014,168218580
Australia,AUS,2015,174221580
Australia,AUS,2016,179593650
Australia,AUS,2017,176950750
Australia,AUS,2018,169336260
Australia,AUS,2019,164888430
Australia,AUS,2020,156621810
Australia,AUS,2021,151821200
Australia,AUS,2022,145999700
Australia,AUS,2023,140982400
Australia,AUS,2024,142549230
Austria,AUT,1807,168544
Austria,AUT,1819,252815.98
Austria,AUT,1820,333424
Austria,AUT,1821,359072
Austria,AUT,1822,366400
Austria,AUT,1823,348080
Austria,AUT,1824,399376
Austria,AUT,1825,403040
Austria,AUT,1826,458000
Austria,AUT,1827,476320
Austria,AUT,1828,458000
Austria,AUT,1829,476320
Austria,AUT,1830,494640
Austria,AUT,1831,479984
Austria,AUT,1832,512960.03
Austria,AUT,1833,428688
Austria,AUT,1834,586240
Austria,AUT,1835,633872
Austria,AUT,1836,674176
Austria,AUT,1837,707152
Austria,AUT,1838,850048
Austria,AUT,1839,1058896
Austria,AUT,1840,1168816
Austria,AUT,1841,1319040
Austria,AUT,1842,1458272
Austria,AUT,1843,1267744
Austria,AUT,1844,1593840
Austria,AUT,1845,1799024
Austria,AUT,1846,2114128
Austria,AUT,1847,2081152
Austria,AUT,1848,2333968
Austria,AUT,1849,2260688
Austria,AUT,1850,2326640
Austria,AUT,1851,2333968
Austria,AUT,1852,2810288
Austria,AUT,1853,3224320
Austria,AUT,1854,3176688
Austria,AUT,1855,3700640
Austria,AUT,1856,4231920
Austria,AUT,1857,4873120
Austria,AUT,1858,7243728
Austria,AUT,1859,5866064
Austria,AUT,1860,6148192
Austria,AUT,1861,6379024
Austria,AUT,1862,6353376
Austria,AUT,1863,5877056
Austria,AUT,1864,5063656
Austria,AUT,1865,5345776
Austria,AUT,1866,3579728
Austria,AUT,1867,4895104
Austria,AUT,1868,6034630
Austria,AUT,1869,6426656
Austria,AUT,1870,7269376
Austria,AUT,1871,10020996
Austria,AUT,1872,9863488
Austria,AUT,1873,10530336
Austria,AUT,1874,8943824
Austria,AUT,1875,7613678
Austria,AUT,1876,7756688
Austria,AUT,1877,6965264
Austria,AUT,1878,6917632
Austria,AUT,1879,8577542
Austria,AUT,1880,23299376
Austria,AUT,1881,9863488
Austria,AUT,1882,10222560
Austria,AUT,1883,11431680
Austria,AUT,1884,11061616
Austria,AUT,1885,11625872
Austria,AUT,1886,10981133
Austria,AUT,1887,11915226
Austria,AUT,1888,11589232
Austria,AUT,1889,12457481
Austria,AUT,1890,12651792
Austria,AUT,1891,14524096
Austria,AUT,1892,14011136
Austria,AUT,1893,17209808
Austria,AUT,1894,17708112
Austria,AUT,1895,19994448
Austria,AUT,1896,21163264
Austria,AUT,1897,22852368
Austria,AUT,1898,24292344
Austria,AUT,1899,24614752
Austria,AUT,1900,27696176
Austria,AUT,1901,28352032
Austria,AUT,1902,25695632
Austria,AUT,1903,25699296
Austria,AUT,1904,27208864
Austria,AUT,1905,28608512
Austria,AUT,1906,34177790
Austria,AUT,1907,42696590
Austria,AUT,1908,60030976
Austria,AUT,1909,43641904
Austria,AUT,1910,58785216
Austria,AUT,1911,49141570
Austria,AUT,1912,51688050
Austria,AUT,1913,60983616
Austria,AUT,1914,49654530
Austria,AUT,1915,35342944
Austria,AUT,1916,9086720
Austria,AUT,1917,3451488
Austria,AUT,1918,3337904
Austria,AUT,1919,3015472
Austria,AUT,1920,14282272
Austria,AUT,1921,19045472
Austria,AUT,1922,18268640
Austria,AUT,1923,17458960
Austria,AUT,1924,19602400
Austria,AUT,1925,18554496
Austria,AUT,1926,18103824
Austria,AUT,1927,19562096
Austria,AUT,1928,20203124
Austria,AUT,1929,23087028
Austria,AUT,1930,17601856
Austria,AUT,1931,16997296
Austria,AUT,1932,14183344
Austria,AUT,1933,13084439
Austria,AUT,1934,12794688
Austria,AUT,1935,12845984
Austria,AUT,1936,12483248
Austria,AUT,1937,14164761
Austria,AUT,1938,5290500
Austria,AUT,1939,5525782
Austria,AUT,1940,5671872
Austria,AUT,1941,5555736
Austria,AUT,1942,5536304
Austria,AUT,1943,5844080
Austria,AUT,1944,5668208
Austria,AUT,1945,3115562
Austria,AUT,1946,9895641
Austria,AUT,1947,14560736
Austria,AUT,1948,20668052
Austria,AUT,1949,22243546
Austria,AUT,1950,17432698
Austria,AUT,1951,18913568
Austria,AUT,1952,17441416
Austria,AUT,1953,16766464
Austria,AUT,1954,18328256
Austria,AUT,1955,19239664
Austria,AUT,1956,20022694
Austria,AUT,1957,20573360
Austria,AUT,1958,18635104
Austria,AUT,1959,17323392
Austria,AUT,1960,18089168
Austria,AUT,1961,17697120
Austria,AUT,1962,18131430
Austria,AUT,1963,19648086
Austria,AUT,1964,18983184
Austria,AUT,1965,18008560
Austria,AUT,1966,16883712
Austria,AUT,1967,15791840
Austria,AUT,1968,15419446
Austria,AUT,1969,15366816
Austria,AUT,1970,17841306
Austria,AUT,1971,15079964
Austria,AUT,1972,15666242
Austria,AUT,1973,15883440
Austria,AUT,1974,16635620
Austria,AUT,1975,14587367
Austria,AUT,1976,14294161
Austria,AUT,1977,12563856
Austria,AUT,1978,12857796
Austria,AUT,1979,14461808
Austria,AUT,1980,14218988
Austria,AUT,1981,14670656
Austria,AUT,1982,14161360
Austria,AUT,1983,14425168
Austria,AUT,1984,16886242
Austria,AUT,1985,16693184
Austria,AUT,1986,14762256
Austria,AUT,1987,14831872
Austria,AUT,1988,14311584
Austria,AUT,1989,13864576
Austria,AUT,1990,18138686
Austria,AUT,1991,18699824
Austria,AUT,1992,14385374
Austria,AUT,1993,13274503
Austria,AUT,1994,13458548
Austria,AUT,1995,15425162
Austria,AUT,1996,15068737
Austria,AUT,1997,16156546
Austria,AUT,1998,13706669
Austria,AUT,1999,13875619
Austria,AUT,2000,15750813
Austria,AUT,2001,16562099
Austria,AUT,2002,16735968
Austria,AUT,2003,17941356
Austria,AUT,2004,17766064
Austria,AUT,2005,17862354
Austria,AUT,2006,17866480
Austria,AUT,2007,17455682
Austria,AUT,2008,17028176
Austria,AUT,2009,12830027
Austria,AUT,2010,15497026
Austria,AUT,2011,15817696
Austria,AUT,2012,14686061
Austria,AUT,2013,14959016
Austria,AUT,2014,13800963
Austria,AUT,2015,14371226
Austria,AUT,2016,13333646
Austria,AUT,2017,14022619
Austria,AUT,2018,12294386
Austria,AUT,2019,13004641
Austria,AUT,2020,11370793
Austria,AUT,2021,12407522
Austria,AUT,2022,11663234
Austria,AUT,2023,11146232
Austria,AUT,2024,11154399
Azerbaijan,AZE,1830,244
Azerbaijan,AZE,1831,293
Azerbaijan,AZE,1832,195
Azerbaijan,AZE,1833,244
Azerbaijan,AZE,1850,1513
Azerbaijan,AZE,1855,4588
Azerbaijan,AZE,1858,6443
Azerbaijan,AZE,1859,6834
Azerbaijan,AZE,1860,4107
Azerbaijan,AZE,1861,5923
Azerbaijan,AZE,1862,5062
Azerbaijan,AZE,1863,4048.9998
Azerbaijan,AZE,1864,3916
Azerbaijan,AZE,1865,3291
Azerbaijan,AZE,1866,19513
Azerbaijan,AZE,1867,19928
Azerbaijan,AZE,1868,9969
Azerbaijan,AZE,1869,17231
Azerbaijan,AZE,1870,19708
Azerbaijan,AZE,1871,35151
Azerbaijan,AZE,1872,34750
Azerbaijan,AZE,1873,18777
Azerbaijan,AZE,1874,18631
Azerbaijan,AZE,1875,16278.001
Azerbaijan,AZE,1876,15721.999
Azerbaijan,AZE,1877,11569
Azerbaijan,AZE,1878,16434
Azerbaijan,AZE,1879,13810
Azerbaijan,AZE,1880,16795
Azerbaijan,AZE,1881,13239
Azerbaijan,AZE,1882,13486
Azerbaijan,AZE,1883,15877.999
Azerbaijan,AZE,1884,10567
Azerbaijan,AZE,1885,9472
Azerbaijan,AZE,1886,9556
Azerbaijan,AZE,1887,7907.0005
Azerbaijan,AZE,1888,7806
Azerbaijan,AZE,1889,9427
Azerbaijan,AZE,1890,9594
Azerbaijan,AZE,1891,8984
Azerbaijan,AZE,1892,9783
Azerbaijan,AZE,1893,11313
Azerbaijan,AZE,1894,13563
Azerbaijan,AZE,1895,11898
